id,key,udi,name,contentTypeAlias,published,hasPublishedVersion,createDate,updateDate,publishDate,releaseDate,removeDate,ownerName,ownerId,updaterName,updaterId,parentId,sortOrder,urls,purchasePrice,access,rentalPrice,code,metaDescription,metaTitle,type,videoDownloadURL,rawFile,videoStatus,hidden,videoThumbnailURL,videoID,openWebContentInNewWindows,trailer,openWebContentFromList,webContentURL,orderID,videoSize,productLink,expandedDescription,production,year,description,productionLink,thumbnail,title,badge,length,tags,hidePlay,hideDownload,siteMapOption,thumbnailCrops,thumbnailWide,thumbnailHigh
"73357","3700c123-f0e3-471e-a673-e891180e6b6f","umb://document/3700c123f0e3471ea673e891180e6b6f","VILDTKOK PODCAST - Knive","media","true","true","2022-10-03 14:11:25","2022-10-03 14:47:32","2022-10-03 14:47:32","","","Martin H. Schläger","0","Martin H. Schläger","0","73346","3","[""/a5-forlag-aps/vildtkok-podcast/vildtkok-podcast-knive/""]","","[""57""]","","","","","[""264""]","","","","0","","","0","","0","https://youtu.be/UXkaWn3ybBY","3","","","","A5 Forlag","2022","I køkkenet er kniven et at de vigtiges redskaber for både kokken og jægeren, men hvad skal en god kniv kunne og hvordan skal den behandles for at forblive skarp. I denne Podcast får du tips og tricks til knive i køkkenet og på jagten.

De to vildtkokke Christian og Erik, har begge været jægere hele livet, og arbejdet med gastronomi på professionelt plan. Erik er derudover også kokkefaglære og uddannet slagter. 
","www.a5forlag.dk","/media/4188/forside.jpg","VILDTKOK PODCAST - Knive","","14","Knive,vildt,jagt","0","0","","[{""alias"":""Wide"",""width"":1920,""height"":1080,""url"":""/media/4188/forside.jpg?crop=Wide""},{""alias"":""High"",""width"":650,""height"":920,""url"":""/media/4188/forside.jpg?crop=High""}]","/media/4188/forside.jpg?crop=Wide","/media/4188/forside.jpg?crop=High"
"73358","a26eea91-ae27-4b13-94d3-33653a3a61b4","umb://document/a26eea91ae274b1394d333653a3a61b4","VILDTKOK PODCAST - Vildtspegepølse","media","true","true","2022-10-03 14:23:05","2022-10-03 14:47:55","2022-10-03 14:47:55","","","Martin H. Schläger","0","Martin H. Schläger","0","73346","4","[""/a5-forlag-aps/vildtkok-podcast/vildtkok-podcast-vildtspegepoelse/""]","","[""57""]","","","","","[""264""]","","","","0","","","0","","0","https://youtu.be/DOjh8BZEXSw","4","","","","A5 Forlag","2022","Hvordan laver du dine egne spegepølser af dit skudte vildt.
Her får tips og tricks til at på den gode vildtspegepølse. Vi gennemgår hele processen fra skuddet til spegepølsen skal spises. Og hvordan du derhjemme også kan producere en rigtig god vildtspegepølse, men en masse gode og konkrete råd. 

De to vildtkokke Christian og Erik, har begge været jægere hele livet, og arbejdet med gastronomi på professionelt plan. Erik er derudover også kokkefaglære og uddannet slagter.
","www.a5forlag.dk","/media/4189/forside.jpg","VILDTKOK PODCAST - Vildtspegepølse","","15","vildtspegepølse,vildt,jagt","0","0","","[{""alias"":""Wide"",""width"":1920,""height"":1080,""url"":""/media/4189/forside.jpg?crop=Wide""},{""alias"":""High"",""width"":650,""height"":920,""url"":""/media/4189/forside.jpg?crop=High""}]","/media/4189/forside.jpg?crop=Wide","/media/4189/forside.jpg?crop=High"
"73359","00e981f0-94b2-427a-98a1-50573d89e20a","umb://document/00e981f094b2427a98a150573d89e20a","VILDTKOK PODCAST - Vildsvin","media","true","true","2022-10-03 14:44:34","2022-10-03 14:48:12","2022-10-03 14:48:12","","","Martin H. Schläger","0","Martin H. Schläger","0","73346","5","[""/a5-forlag-aps/vildtkok-podcast/vildtkok-podcast-vildsvin/""]","","[""57""]","","","","","[""264""]","","","","0","","","0","","0","https://youtu.be/pAs3prFHH1o","5","","","","A5 Forlag","2022","Når du får vildsvin i køkkenet! I denne podcast gennemgår vi det at få vildsvin ind i køkkenet, fra vildsvinet ligger efter skuddet og hele processen til vi spiser det. Tips og tricks til brækning, partering og tilberedning af vildsvinet.

De to vildtkokke Christian og Erik, har begge været jægere hele livet, og arbejdet med gastronomi på professionelt plan. Erik er derudover også kokkefaglære og uddannet slagter.
","www.a5forlag.dk","/media/4190/forside.jpg","VILDTKOK PODCAST - Vildsvin","","15","vildsvin,vildt,vildsvinejagt","0","0","","[{""alias"":""Wide"",""width"":1920,""height"":1080,""url"":""/media/4190/forside.jpg?crop=Wide""},{""alias"":""High"",""width"":650,""height"":920,""url"":""/media/4190/forside.jpg?crop=High""}]","/media/4190/forside.jpg?crop=Wide","/media/4190/forside.jpg?crop=High"
